College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,image
Dayananda Sagar College of Engineering ,Karnataka,Engineering,"96,106","2,92,720",8,8,7.4,7.7,8.8,7.7,8.3,/images/Dayananda_Sagar_College_of_Engineering.png
NMAM Institute of Technology ,Karnataka,Engineering,"1,63,000","83,220",7.9,8,7.5,8.2,8.1,7.5,7.9,/images/NMAM_Institute_of_Technology.png
Nitte Meenakshi Institute of Technology ,Karnataka,Engineering,"58,806","65,390",7.8,8.1,7.1,7.9,7.8,7.6,8.1,/images/Nitte_Meenakshi_Institute_of_Technology.png
PES University ,Karnataka,Engineering,"3,40,000","2,00,000",8,8.5,7.7,8.1,8.1,8.1,7.6,/images/PES_University.png
BMS Institute of Technology and Management ,Karnataka,Engineering,"3,50,000",--,7.9,8.2,7.7,8,7.7,7.9,7.7,/images/BMS_Institute_of_Technology_and_Management.png
"KLE Technological University, Hubli ",Karnataka,Engineering,"15,000","40,000",8.4,8.5,7.6,8.2,9.1,8.4,8.4,"/images/KLE_Technological_University,_Hubli.png"
Dr. Ambedkar Institute of Technology ,Karnataka,Engineering,"30,200","37,500",7.2,7.7,6.8,7.5,7.5,6.7,7.2,/images/Dr._Ambedkar_Institute_of_Technology.png
PES College of Engineering ,Karnataka,Engineering,"76,800","74,450",7.7,7.9,6.7,7.7,8.5,7.3,8,/images/PES_College_of_Engineering.png
CMR Institute of Technology ,Karnataka,Engineering,"2,50,000","1,40,000",7.9,8.2,7.3,7.9,8.3,7.7,8,/images/CMR_Institute_of_Technology.png
The National Institute of Engineering ,Karnataka,Engineering,"44,090","55,590",8.1,8.5,7.6,8.3,7.8,8.4,7.9,/images/The_National_Institute_of_Engineering.png
"Alliance College of Engineering and Design, Bangalore ",Karnataka,Engineering,"2,25,000","1,50,000",7.2,7.3,7.1,6.5,8.7,6.5,7.2,"/images/Alliance_College_of_Engineering_and_Design,_Bangalore.png"
Basaveshwar Engineering College ,Karnataka,Engineering,"65,340","60,000",7.7,8.1,7.9,8.1,8.1,6.6,7.2,/images/Basaveshwar_Engineering_College.png
"Christ University, Bangalore ",Karnataka,Engineering,"1,70,000","35,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8,"/images/Christ_University,_Bangalore.png"
Manipal Academy of Higher Education ,Karnataka,Engineering,"3,35,000","2,10,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4,/images/Manipal_Academy_of_Higher_Education.png
Indian Institute of Science ,Karnataka,Engineering,"29,200","35,200",9,9.6,8.5,9.4,9.5,8.4,8.4,/images/Indian_Institute_of_Science.png
"REVA University, Bangalore ",Karnataka,Engineering,"2,25,000","5,00,000",8.4,8.3,8.1,8.3,9.3,7.8,8.4,"/images/REVA_University,_Bangalore.png"
"Alliance University, Bangalore ",Karnataka,Engineering,"6,25,000","1,50,000",8,8.2,7.2,8.2,8.8,7.6,8,"/images/Alliance_University,_Bangalore.png"
"Presidency University, Bangalore ",Karnataka,Engineering,"2,10,000","90,000",8.3,8.2,7.6,8.6,8.8,8.2,8.3,"/images/Presidency_University,_Bangalore.png"
Indian Institute of Technology Hyderabad,Telangana,Engineering,"2,22,995","5,00,895",8.5,8.7,8,8.7,8.5,8.3,8.6,/images/Indian_Institute_of_Technology_Hyderabad.png
National Institute of Technology Hyderabad,Telangana,Engineering,"1,30,000","75,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4,/images/National_Institute_of_Technology_Hyderabad.png
International Institute of Information Technology Hyderabad,Telangana,Engineering,"3,00,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9,/images/International_Institute_of_Information_Technology_Hyderabad.png
Jawaharlal Nehru Technological University ,Telangana,Engineering,"12,500","18,000",8,8.3,7.7,7.8,8.3,7.6,8.3,/images/Jawaharlal_Nehru_Technological_University.png
"University College of Engineering, Osmania University ",Telangana,Engineering,"27,770","39,770",8.6,9,8.5,8.5,8.6,8.4,8.4,"/images/University_College_of_Engineering,_Osmania_University.png"
Chaitanya Bharathi Institute of Technology ,Telangana,Engineering,"1,34,000","1,51,600",8.2,8.5,7.1,8.4,8.3,8.6,8.5,/images/Chaitanya_Bharathi_Institute_of_Technology.png
Vallurupalli Nageswara Rao Vignana Jyothi Institute of ,Telangana,Engineering,"1,31,000","1,41,700",8.4,8.4,8.1,8.2,8.5,8.4,8.5,/images/Vallurupalli_Nageswara_Rao_Vignana_Jyothi_Institute_of.png
"CVR College of Engineering, Ibrahimpatnam, Rangareddi ",Telangana,Engineering,"1,21,650","72,500",8.3,8.6,8.1,8.5,8.2,8.6,7.7,"/images/CVR_College_of_Engineering,_Ibrahimpatnam,_Rangareddi.png"
Institute of Aeronautical Engineering ,Telangana,Engineering,"90,000","70,000",8.3,8.4,8.5,8.2,8.5,8,8.2,/images/Institute_of_Aeronautical_Engineering.png
BV Raju Institute of Technology ,Telangana,Engineering,"1,20,000","70,000",8.5,8.6,8.2,8.3,8.9,8.4,8.7,/images/BV_Raju_Institute_of_Technology.png
Vardhaman College of Engineering ,Telangana,Engineering,"1,25,000","57,000",8.1,8.2,8.2,8.2,8.5,8.1,7.6,/images/Vardhaman_College_of_Engineering.png
"Anurag University, Hyderabad ",Telangana,Engineering,"1,35,500","66,500",8.3,8.5,7.5,8.2,8.9,8,8.4,"/images/Anurag_University,_Hyderabad.png"
Vasavi College of Engineering ,Telangana,Engineering,"1,30,000","1,00,000",8,8.6,6.7,8.3,8,8.8,7.5,/images/Vasavi_College_of_Engineering.png
Gokaraju Rangaraju Institute of Engineering and Technology ,Telangana,Engineering,"1,22,000","75,000",8,8.3,7.3,7.9,8.5,8.1,7.6,/images/Gokaraju_Rangaraju_Institute_of_Engineering_and_Technology.png
Kakatiya Institute of Technology & Science ,Telangana,Engineering,"1,25,960","74,550",8.2,8.3,7.9,8.4,8.3,7.9,8.4,/images/Kakatiya_Institute_of_Technology_&_Science.png
K L University ,Telangana,Engineering,"2,65,000","1,20,000",7.9,7.9,7.4,8.1,8.2,7.6,8.1,/images/K_L_University.png
Birla Institute of Technology and Science ,Telangana,Engineering,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4,/images/Birla_Institute_of_Technology_and_Science.png
Mahatma Gandhi Institute of Technology ,Telangana,Engineering,"1,08,000",--,7.8,8.1,7.2,8.1,8.1,7.3,7.8,/images/Mahatma_Gandhi_Institute_of_Technology.png
Malla Reddy Engineering College ,Telangana,Engineering,"1,03,000","57,000",7.4,7.7,7.1,7.4,7.8,7.1,7.5,/images/Malla_Reddy_Engineering_College.png
Malla Reddy College of Engineering ,Telangana,Engineering,"72,000",--,7,7.5,7.2,7,6.8,6.5,7.2,/images/Malla_Reddy_College_of_Engineering.png
Indian Institute of Chemical Technology ,Telangana,Engineering,--,--,7.7,7,7,8.3,8,7.7,7.9,/images/Indian_Institute_of_Chemical_Technology.png
Sreenidhi Institute of Science and Technology ,Telangana,Engineering,"5,20,000","2,10,000",7.6,7.8,6.9,7.5,7.8,7.7,7.6,/images/Sreenidhi_Institute_of_Science_and_Technology.png
"Mahindra University, Hyderabad ",Telangana,Engineering,"4,70,000","70,000",8.8,9.1,8.6,9,9.1,7.8,8.9,"/images/Mahindra_University,_Hyderabad.png"
"St Martin's Engineering College, Secunderabad ",Telangana,Engineering,"80,000",--,7.7,7.9,6.8,7.8,7.9,7.7,8.2,"/images/St_Martin's_Engineering_College,_Secunderabad.png"
MLR Institute of Technology ,Telangana,Engineering,"96,000","57,000",8.3,8.3,8.4,8.1,8.8,8,8.4,/images/MLR_Institute_of_Technology.png
Keshav Memorial Institute of Technology ,Telangana,Engineering,"1,11,500",--,8.2,8.7,6.7,8.6,8.1,9,8.3,/images/Keshav_Memorial_Institute_of_Technology.png
Vaagdevi College of Engineering ,Telangana,Engineering,"86,000",--,7.8,8,7.4,8,8,7.5,8,/images/Vaagdevi_College_of_Engineering.png
CMR Engineering College ,Telangana,Engineering,"75,000","57,000",8.8,8.9,8.4,8.7,9.2,9,8.4,/images/CMR_Engineering_College.png
"Matrusri Engineering College, Hyderabad ",Telangana,Engineering,"90,000",--,7,7.6,5.7,7.2,7.6,7,6.7,"/images/Matrusri_Engineering_College,_Hyderabad.png"
Indian Institute of Technology Indore,Madhya pradesh,Engineering,"2,28,700","50,800",8,8.4,7.6,8.1,7.7,7.8,8.4,/images/Indian_Institute_of_Technology_Indore.png
Maulana Azad National Institute of Technology ,Madhya pradesh,Engineering,"64,939","1,04,275",7.8,7.8,7.5,7.5,7.6,8.1,8.5,/images/Maulana_Azad_National_Institute_of_Technology.png
Indian Institute of Information Technology Design and ,Madhya pradesh,Engineering,"1,37,580","71,000",7.9,8.2,7.5,8,8.1,7.5,8.3,/images/Indian_Institute_of_Information_Technology_Design_and.png
Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Engineering,"75,070","1,42,250",7.6,7.5,7,7.1,8.2,7.7,8,/images/Atal_Bihari_Vajpayee_Indian_Institute_of_Information.png
"VIT Bhopal University, Bhopal ",Madhya pradesh,Engineering,"1,98,000","1,93,000",7.9,8.6,7.7,8.4,7.1,8.1,7.4,"/images/VIT_Bhopal_University,_Bhopal.png"
"RKDF University, Bhopal ",Madhya pradesh,Engineering,"55,000","35,000",7.6,8,7,7.8,8,6.5,8.2,"/images/RKDF_University,_Bhopal.png"
Awadhesh Pratap Singh University ,Madhya pradesh,Engineering,"40,000",--,7.1,7.9,6.5,8.1,7.2,5.3,7.3,/images/Awadhesh_Pratap_Singh_University.png
"University Institute of Technology, Rajiv Gandhi Proudyogiki ",Madhya pradesh,Engineering,"23,920","62,735",6.9,7.2,6.5,6.6,7.6,6.3,6.9,"/images/University_Institute_of_Technology,_Rajiv_Gandhi_Proudyogiki.png"
Institute of Information Technology & Management ,Madhya pradesh,Engineering,"77,000","60,000",8.5,8.7,8,8.4,8.6,8.5,8.5,/images/Institute_of_Information_Technology_&_Management.png
"Institute of Engineering and Technology, Devi Ahilya ",Madhya pradesh,Engineering,"82,961","71,100",7.7,7.9,6.6,7.3,7.4,8.4,8.4,"/images/Institute_of_Engineering_and_Technology,_Devi_Ahilya.png"
Acropolis Institute of Technology & Research ,Madhya pradesh,Engineering,"75,100","25,500",7.8,7.9,7,7.8,7.8,8,8.1,/images/Acropolis_Institute_of_Technology_&_Research.png
"Indian Institute of Information Technology -[IIIT], Bhopal ",Madhya pradesh,Engineering,"1,79,500",--,6,6.4,5.3,6.1,6.5,5,6.8,"/images/Indian_Institute_of_Information_Technology_-[IIIT],_Bhopal.png"
Jaypee University of Engineering and Technology ,Madhya pradesh,Engineering,"1,89,500","96,500",7.9,7.8,7.9,7.5,8.9,7.4,7.6,/images/Jaypee_University_of_Engineering_and_Technology.png
Oriental University ,Madhya pradesh,Engineering,"65,000","30,000",7.2,7.5,6.7,7.2,7.7,7.1,7.1,/images/Oriental_University.png
"Amity University, Gwalior ",Madhya pradesh,Engineering,"1,64,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3,"/images/Amity_University,_Gwalior.png"
AKS University ,Madhya pradesh,Engineering,"60,000","46,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4,/images/AKS_University.png
Jagran Lakecity University ,Madhya pradesh,Engineering,"1,15,000","75,000",8,8,7.9,7.8,8.6,7.4,8.1,/images/Jagran_Lakecity_University.png
Jabalpur Engineering College ,Madhya pradesh,Engineering,"22,300","10,000",7.2,7.5,6.4,7.4,6.9,7.4,7.3,/images/Jabalpur_Engineering_College.png
"Swami Vivekanand University, Sagar ",Madhya pradesh,Engineering,"44,000","32,000",6.3,6.9,5,7,6.4,5.6,6.6,"/images/Swami_Vivekanand_University,_Sagar.png"
"Acropolis Group of Institutions, Indore ",Madhya pradesh,Engineering,"73,600","60,000",8.7,8.5,8.5,8.7,9,8.6,8.6,"/images/Acropolis_Group_of_Institutions,_Indore.png"
LNCT University ,Madhya pradesh,Engineering,"80,000","65,000",9,9,8.8,9.3,8.8,8.9,8.9,/images/LNCT_University.png
"Avantika University, Ujjain ",Madhya pradesh,Engineering,"2,22,500",--,9.1,9.3,8.5,9.3,8.5,9.5,9.2,"/images/Avantika_University,_Ujjain.png"
Ujjain Engineering College ,Madhya pradesh,Engineering,"22,751","25,151",6.7,7.4,5.9,7.4,6.2,6.4,6.9,/images/Ujjain_Engineering_College.png
Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Engineering,"75,550","1,18,425",7.4,8,6.7,7.7,7,7.5,7.2,/images/Shri_Govindram_Seksaria_Institute_of_Technology_and.png
Lakshmi Narain College of Technology ,Madhya pradesh,Engineering,"48,600","60,000",5.7,5.6,5.8,6.2,5.2,5.4,6.2,/images/Lakshmi_Narain_College_of_Technology.png
National Institute of Technology Calicut,Kerala,Engineering,"53,797","27,405",8.1,8.4,7.9,7.7,8,8.1,8.2,/images/National_Institute_of_Technology_Calicut.png
Indian Institute of Space Science and Technology ,Kerala,Engineering,"1,42,400","87,400",8.1,8.9,7.8,8.5,8.6,7.7,7.2,/images/Indian_Institute_of_Space_Science_and_Technology.png
"College of Engineering, Trivandrum ",Kerala,Engineering,"2,00,000","15,725",8.4,8.6,7.8,8,8.5,8.4,8.8,"/images/College_of_Engineering,_Trivandrum.png"
"Cochin University of Science and Technology, School ",Kerala,Engineering,"86,040","52,730",8.3,8.5,7.8,8.3,8.2,8.2,8.7,"/images/Cochin_University_of_Science_and_Technology,_School.png"
Baselios Thomas I Catholicose College of Engineering ,Kerala,Engineering,"85,000",--,7.4,7.5,8,8.5,7,6.5,7,/images/Baselios_Thomas_I_Catholicose_College_of_Engineering.png
Cochin University of Science and Technology ,Kerala,Engineering,"46,600","19,290",7.9,8.4,7.5,7.8,7.8,7.7,8.1,/images/Cochin_University_of_Science_and_Technology.png
Indian Institute of Technology Palakkad,Kerala,Engineering,"35,850","2,22,350",8.6,9.2,7.7,9,8.6,8.7,8.6,/images/Indian_Institute_of_Technology_Palakkad.png
APJ Abdul Kalam Technological University ,Kerala,Engineering,"29,000",--,7.8,8.1,6.9,8.2,8.1,7.5,8,/images/APJ_Abdul_Kalam_Technological_University.png
Federal Institute of Science and Technology ,Kerala,Engineering,"75,100","87,050",8.1,8.3,7.5,8.3,8.8,8,7.8,/images/Federal_Institute_of_Science_and_Technology.png
"Indian Institute of Information Technology [IIIT], Kottayam ",Kerala,Engineering,"1,98,950",--,8.3,8.5,8.1,8.5,8.1,8.6,8.2,"/images/Indian_Institute_of_Information_Technology_[IIIT],_Kottayam.png"
Government Engineering College ,Kerala,Engineering,"22,150","10,970",8.5,8.5,8,8.4,8.7,8.3,8.9,/images/Government_Engineering_College.png
National Institute of Electronics & Information Technology Kerela,Kerala,Engineering,"60,000","1,38,500",8.4,8.7,6.7,8.9,8.7,8.8,8.6,/images/National_Institute_of_Electronics_&_Information_Technology_Kerela.png
TKM College of Engineering ,Kerala,Engineering,"8,410","16,290",8.4,8.8,8.2,8.4,8.4,7.8,8.5,/images/TKM_College_of_Engineering.png
Amal Jyothi College of Engineering ,Kerala,Engineering,"1,00,000","96,000",7.6,7.9,7,7.9,9,6.9,7,/images/Amal_Jyothi_College_of_Engineering.png
Hindustan College of Engineering ,Kerala,Engineering,"50,000",--,8,8.3,7.6,8.1,8,8,7.9,/images/Hindustan_College_of_Engineering.png
Marian Engineering College ,Kerala,Engineering,"96,050","61,300",7.8,8.3,7.1,8.3,8.6,7.9,6.8,/images/Marian_Engineering_College.png
"Saintgits College of Engineering, Kottayam ",Kerala,Engineering,"75,000","1,71,900",8.3,8.4,7.9,8.6,8.8,7.8,8.1,"/images/Saintgits_College_of_Engineering,_Kottayam.png"
Rajiv Gandhi Institute of Technology ,Kerala,Engineering,"22,000","22,000",7.9,8.3,7.3,8.1,8,7.4,8.4,/images/Rajiv_Gandhi_Institute_of_Technology.png
Mangalam College of Engineering Ettumanoor ,Kerala,Engineering,"75,000","3,00,000",6.9,7,6.4,7.4,7.6,6.4,6.6,/images/Mangalam_College_of_Engineering_Ettumanoor.png
NSS College of Engineering ,Kerala,Engineering,"8,739","11,065",8.3,8.4,8,8.5,8,8.2,8.4,/images/NSS_College_of_Engineering.png
Sree Chitra Thirunal College of Engineering ,Kerala,Engineering,"62,668","75,041",8,8.6,6,8.3,7.5,8.3,9,/images/Sree_Chitra_Thirunal_College_of_Engineering.png
"Thejus Engineering College, Thrissur ",Kerala,Engineering,"88,400","1,60,000",8,8.3,7.8,8.7,7.8,7.1,8.2,"/images/Thejus_Engineering_College,_Thrissur.png"
Mar Athanasius College of Engineering ,Kerala,Engineering,"8,225","21,950",8.4,8.5,8.2,8.2,8.8,8.1,8.5,/images/Mar_Athanasius_College_of_Engineering.png
St. Thomas College of Engineering and Technology- ,Kerala,Engineering,"58,150",--,8.3,8.4,7.9,8.6,8.5,7.8,8.3,/images/St._Thomas_College_of_Engineering_and_Technology-.png
"College of Engineering Thalassery, Kannur ",Kerala,Engineering,"38,250",--,7.2,7.8,6.3,7.8,7.5,6.6,7.3,"/images/College_of_Engineering_Thalassery,_Kannur.png"
"KMCT College of Engineering, Kozhikode ",Kerala,Engineering,"75,000",--,7.3,7.5,7.7,7.2,7.8,5.7,7.6,"/images/KMCT_College_of_Engineering,_Kozhikode.png"
"MEA Engineering College- [MEAEC], Malappuram ",Kerala,Engineering,"75,000","60,000",8.2,8.1,8.6,8.3,8.7,6.6,8.7,"/images/MEA_Engineering_College-_[MEAEC],_Malappuram.png"
Rajagiri School of Engineering & Technology ,Kerala,Engineering,"87,000","77,000",8.2,8.4,8,8.2,9,8.6,6.9,/images/Rajagiri_School_of_Engineering_&_Technology.png
Sahrdaya College of Engineering ,Kerala,Engineering,"35,000","77,000",7.1,7.5,6.8,7.3,8.1,6.6,6.5,/images/Sahrdaya_College_of_Engineering.png
"Trinity College of Engineering, Trivendrum ",Kerala,Engineering,"75,000",--,6.8,7.6,6.4,7.3,6.7,6.1,6.5,"/images/Trinity_College_of_Engineering,_Trivendrum.png"
Birla Institute of Technology and Science ,Rajasthan,Engineering,"4,45,475","4,45,475",8.9,8.8,8.2,8.8,9,9,9.3,/images/Birla_Institute_of_Technology_and_Science.png
Indian Institute of Technology Jodhpur,Rajasthan,Engineering,"70,433","71,500",8.2,8,7.9,8.2,8.2,8,8.7,/images/Indian_Institute_of_Technology_Jodhpur.png
Malaviya National Institute of Technology ,Rajasthan,Engineering,"94,333","1,22,665",8.2,8.2,7.4,8,8.7,8.2,8.5,/images/Malaviya_National_Institute_of_Technology.png
"Singhania University, Jhunjhunu ",Rajasthan,Engineering,"42,000","42,000",7.1,7.1,6.7,7.1,7.1,7,7.3,"/images/Singhania_University,_Jhunjhunu.png"
Jaipur National University ,Rajasthan,Engineering,"1,14,000","37,600",7.5,7.9,7,7.7,7.8,6.7,7.6,/images/Jaipur_National_University.png
Manipal University ,Rajasthan,Engineering,"3,19,000","36,000",8.4,8.2,8.3,8.2,9.2,7.7,9,/images/Manipal_University.png
JECRC University ,Rajasthan,Engineering,"1,85,000","30,000",8.1,8.1,7.4,8.2,8.2,8.1,8.7,/images/JECRC_University.png
SunRise University ,Rajasthan,Engineering,"72,200","32,200",8.1,8.1,7.3,8.7,8.1,7.9,8.4,/images/SunRise_University.png
"OPJS University, Churu ",Rajasthan,Engineering,"71,200","76,200",7.2,7.1,7.6,7.6,7.7,6.3,6.8,"/images/OPJS_University,_Churu.png"
"Banasthali Vidyapith, Jaipur ",Rajasthan,Engineering,"2,03,500","1,61,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8,"/images/Banasthali_Vidyapith,_Jaipur.png"
"Amity University, Jaipur ",Rajasthan,Engineering,"1,80,000","1,48,000",8,7.8,7.6,7.8,8.9,7.4,8.7,"/images/Amity_University,_Jaipur.png"
Suresh Gyan Vihar University ,Rajasthan,Engineering,"1,40,000","42,000",7.5,7.8,6.7,7.5,8.8,6.3,8,/images/Suresh_Gyan_Vihar_University.png
IIS (Deemed to be University) ,Rajasthan,Engineering,"99,300","25,500",8.3,8.6,8.5,8.6,8,7.9,8.4,/images/IIS_(Deemed_to_be_University).png
Madhav University ,Rajasthan,Engineering,"70,000","13,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8,/images/Madhav_University.png
"Jagannath University, Jaipur ",Rajasthan,Engineering,"1,14,000","1,80,000",7.3,7.1,6.7,7.9,7.7,6.9,7.4,"/images/Jagannath_University,_Jaipur.png"
Indian Institute of Information Technology Rajasthan,Rajasthan,Engineering,"2,30,925",--,7.6,7.9,7.1,6.6,7.8,8,7.9,/images/Indian_Institute_of_Information_Technology_Rajasthan.png
"Tantia University, Sriganganagar ",Rajasthan,Engineering,"30,000",--,8.6,8.8,8.4,9.3,8.8,7.1,9.1,"/images/Tantia_University,_Sriganganagar.png"
"Pacific University, Udaipur ",Rajasthan,Engineering,"80,000","80,000",7.7,7.8,7.3,8.1,7.8,7.2,8,"/images/Pacific_University,_Udaipur.png"
"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Engineering,"98,900","84,500",7.8,8.3,6.8,8.1,8.1,8,7.5,"/images/Swami_Keshvanand_Institute_of_Technology,_Management_and.png"
Maharana Pratap University of Agriculture and Technology ,Rajasthan,Engineering,"87,800","86,000",8,8.2,8,8,8.1,7.9,7.8,/images/Maharana_Pratap_University_of_Agriculture_and_Technology.png
"Poornima College of Engineering, Jaipur ",Rajasthan,Engineering,"1,70,000","1,78,000",7.5,7.9,7.4,7.6,7.2,7.6,7.4,"/images/Poornima_College_of_Engineering,_Jaipur.png"
"Shridhar University, Pilani ",Rajasthan,Engineering,"99,300","61,300",6.7,6.2,6.6,6.5,6.5,7.3,6.8,"/images/Shridhar_University,_Pilani.png"
"Jaipur Engineering College and Research Centre, Jaipur ",Rajasthan,Engineering,"92,000",--,7.7,7.9,6.6,7.5,7.3,8.1,8.5,"/images/Jaipur_Engineering_College_and_Research_Centre,_Jaipur.png"
Birla Institute of Technology ,Rajasthan,Engineering,"11,57,000",--,7.2,8.1,5.4,8.1,6.9,7.8,7.1,/images/Birla_Institute_of_Technology.png
Institute of Advanced Studies in Education ,Rajasthan,Engineering,"79,400","64,000",8.2,8.9,8,8.3,8.4,7.5,7.9,/images/Institute_of_Advanced_Studies_in_Education.png
National Institute of Technology Kurukshetra,Haryana,Engineering,"56,716","1,02,800",8.2,8,7.4,8.1,8.2,8.6,8.6,/images/National_Institute_of_Technology_Kurukshetra.png
Panjab University ,Haryana,Engineering,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2,/images/Panjab_University.png
Punjab Engineering College University of Technology ,Haryana,Engineering,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9,/images/Punjab_Engineering_College_University_of_Technology.png
National Institute of Food Technology Entrepreneurship and ,Haryana,Engineering,"1,71,550","1,52,950",8.1,8.5,7.1,6.9,9.4,8.5,7.9,/images/National_Institute_of_Food_Technology_Entrepreneurship_and.png
